날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-28,-1042161646858,169002080244,3614582923426,-2741423356812,0,KOSPI
2026-05-28,-401063438926,-19165567207,38107888292,382121117841,0,KOSDAQ
