sector_id,sector_name,ticker,toss_code,name_ko,market_cap_usd,change_pct,close,analyst,signal
45,렌터카,CAR,US19681202001,에이비스 버짓 그룹,4892662763,6.81,147.52,HOLD,
45,렌터카,HTZ,US20211109010,허츠 글로벌 홀딩스,764911802,6.54,2.28,HOLD,
295,전기차,TSLA,US20100629001,테슬라,1381207151067,5.52,368.01,HOLD,FSD 안전성 우려
295,전기차,RIVN,US20211109013,리비안,23331352112,0,16.07,HOLD,CFO 사임 부담
295,전기차,XPEV,US20200826004,샤오펑(ADR),11077044436,-1.47,11.36,BUY,
295,전기차,NIO,US20180910002,니오(ADR),10719315444,-3.2,4.23,BUY,실적 개선 전망
295,전기차,LI,US20200730004,리 오토(ADR),10587725278,-1.23,12.08,HOLD,
295,전기차,VFS,US20210907003,빈패스트,7225663340,1.95,3.14,BUY,
295,전기차,LCID,US20200918008,루시드 그룹,1979741860,-3.19,4.85,HOLD,
295,전기차,PSNY,US20210513002,폴스타 오토모티브 홀딩 A(ADR),1852711966,-1.97,12.47,SELL,
295,전기차,ADSE,US20211223001,애즈 텍 에너지,851309625,3.63,11.71,,
295,전기차,LOT,US20210503008,로터스 테크놀로지(ADR),805905350,-6.45,1.16,,
295,전기차,EVGO,US20210702004,EVgo,435229892,-2.9,1.34,BUY,
295,전기차,AIIO,NAS0221114004,로보AI,380012190,-2.64,2.21,,
295,전기차,CHPT,US20210301014,차지포인트 홀딩스,144648024,-1.26,5.5,HOLD,
295,전기차,BLNK,US20180214001,블링크 차징,77392930,-2.37,0.5199,HOLD,
295,전기차,WBX,US20211004015,월박스,67276877,-0.99,3.01,BUY,
295,전기차,NAAS,US20220613002,나스 테크놀로지(ADR),53856906,2.22,3.22,,사모발행 희석 부담
295,전기차,ZOOZ,US20220303001,주즈 파워,48135804,12.82,6.69,BUY,
295,전기차,XOS,US20210820004,엑소스,47903863,-5.95,3.16,,
295,전기차,SPRU,US20201222011,스프루스 파워 홀딩,36100974,-0.53,1.86,,
295,전기차,WKHS,US20160107001,워크호스 그룹,33643377,11.73,3.43,,
295,전기차,SCAG,NAS0250630006,스케이지 퓨처(ADR),20059186,-1.78,0.2706,,
295,전기차,XCH,NAS0240910009,엑스차지(ADR),15328828,-5.33,3.55,,
295,전기차,GP,US20200828001,그린파워 모터,10740555,-17.6,1.03,,
295,전기차,CENN,US20151218001,센트로,10197785,-2.9,4.02,,
295,전기차,LOBO,NAS0240321005,로보 EV 테크놀로지스,8605693,-1.61,0.61,,
295,전기차,FFIE,US20210722005,패러데이 퓨처 인텔리전트 일렉트릭,8543736,2.26,2.26,BUY,
295,전기차,EZGO,US20210126005,이지고 테크놀로지스,4985884,-7.16,0.87,,
295,전기차,SSM,ETC0240424001,소노 그룹,3814809,-0.37,2.66,,스포츠 전환 기대
439,콩,CRESY,US19970319001,크레수드(ADR),700748819,4.07,11.51,,
439,콩,COOT,US20201210002,오스트레일리안 오일시즈 홀딩스,21540628,28.87,0.5928,,
73,농업용 기계,DE,US19580804001,디어,170422162369,3.9,654.91,BUY,농기계 수요 회복 전망
73,농업용 기계,CNH,US20131001001,CNH 인더스트리얼,14496548545,1.28,11.83,BUY,농기계 회복 전망
73,농업용 기계,TTC,US19831215001,더 토로 컴퍼니,9456615046,-1.23,97.81,,
73,농업용 기계,AGCO,US19920416001,애그코,7962819590,4.34,118.31,HOLD,베어드 의견상향
73,농업용 기계,TITN,US20071206001,타이탄 머시너리,417325843,14.89,20.52,,
73,농업용 기계,UAVS,US20180327006,에이지이글 에어리얼 시스템스,68125713,3.7,1.12,,
73,농업용 기계,ARTW,US19840907005,아츠웨이 매뉴팩처링,15021346,-3.47,2.78,,
73,농업용 기계,HYFM,US20201208003,하이드로팜 홀딩스 그룹,4046358,9.78,0.9192,,
73,농업용 기계,IPW,US20210506001,아이파워,1527287,-1.03,1.93,,
291,자동차브랜드,TSLA,US20100629001,테슬라,1381207151067,5.52,368.01,HOLD,FSD 안전성 우려
291,자동차브랜드,TM,US19791004001,토요타 모터(ADR),230932920232,1.06,196.54,BUY,
291,자동차브랜드,GM,US20101118002,제너럴 모터스,75906717510,0.06,86.32,BUY,캐나다 투자 합의
291,자동차브랜드,RACE,US20151021002,페라리,74758678149,0.49,422.6,BUY,
291,자동차브랜드,PCAR,US19860709001,파카,66156714277,-0.95,124.15,HOLD,
291,자동차브랜드,F,US19720601002,포드,56131832178,0.43,13.94,HOLD,연비 기준 완화
291,자동차브랜드,HMC,US19770211001,혼다 모터스(ADR),41457970919,0.31,31.96,BUY,
291,자동차브랜드,STLA,US20210119007,스텔란티스,15781589424,1.29,5.49,HOLD,
291,자동차브랜드,BLBD,US20150226001,블루 버드,1881351196,-1.86,58.13,BUY,
291,자동차브랜드,PSNY,US20210513002,폴스타 오토모티브 홀딩 A(ADR),1852711966,-1.97,12.47,SELL,
291,자동차브랜드,DCX,US20220107002,디지털 커런시 X 테크놀로지,260604291,-6.2,0.6934,,
351,수산물,TWG,NAS0240415006,탑 웰스 그룹 홀딩스,30226657,-3.08,0.4656,,
351,수산물,AQB,US20170119001,아쿠아바운티 테크놀로지스,6451766,0.8,1.26,,
351,수산물,NCRA,US20220811004,노세라,4503317,49.74,2.83,,
351,수산물,MGN,NAS0250926004,메건 홀딩스,4073815,8.01,0.1186,,
605,암호화폐,MSTR,US19980611001,스트래티지,62618880800,4.43,132.95,BUY,
605,암호화폐,COIN,US20210414003,코인베이스,47261941216,5.31,188.12,BUY,비트코인 약세 부담
605,암호화폐,CRCL,NYS0250605001,써클 인터넷 그룹,22183816865,9.65,95.55,BUY,금리 인상 부담
605,암호화폐,BMNR,AMX0250605001,비트마인 이머션 테크놀로지스,14735771118,6.39,25.32,BUY,크립토주 약세
605,암호화폐,IREN,US20211116005,아이렌,14007943285,4.71,37.12,BUY,실적 예상치 하회
605,암호화폐,HUT,US20210615004,허트 8,9810803580,-1.06,78.58,BUY,
