sector_id,sector_name,ticker,toss_code,name_ko,market_cap_usd,change_pct,close,analyst,signal
605,암호화폐,MSTR,US19980611001,스트래티지,63865115952,16.37,153.9,BUY,클래리티 법안 무산
605,암호화폐,COIN,US20210414003,코인베이스,45500668333,11.66,194.25,BUY,비트코인 강세
605,암호화폐,CRCL,NYS0250605001,써클 인터넷 그룹,21414493465,7.86,91.78,BUY,아크 취지 흔들림
605,암호화폐,IREN,US20211116005,아이렌,16984713961,7.43,46.71,BUY,
605,암호화폐,BMNR,AMX0250605001,비트마인 이머션 테크놀로지스,14623971229,8.79,25.99,BUY,
605,암호화폐,HUT,US20210615004,허트 8,11117875154,8.56,98.78,BUY,비트코인 강세
605,암호화폐,GLXY,NAS0250516003,갤럭시 디지털,8633294872,10.77,24.68,BUY,비트코인 강세
605,암호화폐,WULF,US20211214013,테라울프,8146568649,3.28,17.01,BUY,
605,암호화폐,RIOT,US20171019002,라이엇 플랫폼스,8139283924,8.5,23.74,BUY,비트코인 강세
605,암호화폐,APLD,US20220413001,어플라이드 디지털,7622109226,6.63,28.13,BUY,
605,암호화폐,CIFR,US20210830003,사이퍼 마이닝,6969497888,8.26,18.34,BUY,
605,암호화폐,CORZ,NAS0240124001,코어 사이언티픽,5459891871,4.9,17.98,BUY,
605,암호화폐,BLSH,NYS0250813001,불리쉬,5201433475,9.83,38.34,,토큰화 주식 수혜
605,암호화폐,MARA,US20140728001,마라 홀딩스,4457432108,13.66,13.23,BUY,
605,암호화폐,IOND,NAS2607028003,아이오닉 디지털,3784733312,-0.25,84.64,BUY,
605,암호화폐,CLSK,US20200124001,클린스파크,3398701292,8.39,14.47,BUY,
605,암호화폐,BTDR,NAS0230414002,비트디어 테크놀로지스 그룹,2711069363,15.48,12.98,BUY,
605,암호화폐,PURR,NAS0251203006,하이퍼리퀴드 스트래티지스,2516189372,9.59,14.06,BUY,토큰화 거래 수혜
605,암호화폐,SECZ,NAS0250502001,시큐리타이즈,1445287387,21.61,10.86,BUY,토큰주식 수혜
605,암호화폐,HIVE,US20210914015,하이브 디지털 테크놀로지스,844345019,9.65,3.41,BUY,
605,암호화폐,CSHR,NAS0241028006,코인셰어스,674074242,12.98,5.83,,
605,암호화폐,GEMI,NAS0250911002,제미니 스페이스 스테이션,569365912,30.93,5.8,HOLD,암호화폐 규제 명확성
605,암호화폐,BTBT,US20200807001,비트 디지털,546972309,12.42,1.72,,
605,암호화폐,MCGA,NAS0250908003,YORKVILLE ACQUISITION CORP.,422394304,0,10.35,,
605,암호화폐,DGXX,US20211115001,디지 파워 X,388503052,5.73,4.06,BUY,조정 EBITDA 흑자
605,암호화폐,CNCK,US20210820003,코인체크 그룹,361248001,-1.58,1.87,,
605,암호화폐,SLNH,US20211104022,솔루나 홀딩스,349550416,5.04,1.25,BUY,매수의견 개시
605,암호화폐,BKKT,US20211018004,백트 홀딩스,333295156,15.42,8.61,,
605,암호화폐,CD,NAS0230228002,체인스 디지털 홀딩스,317328088,19.93,3.49,,
605,암호화폐,FUFU,US20211209001,비트푸푸,211462081,6.25,1.36,BUY,
605,암호화폐,BGIN,NAS0251021003,비긴 블록체인,206360349,-2.17,1.8,,
605,암호화폐,EXOD,AMX0241218003,엑소더스 무브먼트,191919746,6.71,6.84,BUY,
605,암호화폐,DEFT,NAS0250512003,디파이 테크놀로지스,185823312,7.73,0.5201,BUY,
605,암호화폐,AIB,AMX0231110001,AIB 데이터센터,105446485,4.29,1.46,BUY,
605,암호화폐,ANTA,NAS0250513001,앤트알파 플랫폼 홀딩 컴퍼니,78724810,-0.3,3.3,BUY,
605,암호화폐,BTCS,US20210914001,BTCS,72301909,14.39,1.59,,
605,암호화폐,AIFC,US20190911002,AI 파이낸셜,72124405,1.35,0.5273,,
605,암호화폐,FRMM,US20201109002,포럼 마켓츠,62738736,-2.92,4.65,BUY,
605,암호화폐,NCTY,US20041215001,더 나인(ADR),59350312,1.02,3.96,,
605,암호화폐,SAIH,US20220502003,사이히트,46862538,0.35,25.82,,
605,암호화폐,STKE,NAS0250909003,솔 스트래터지스,43057948,8.18,1.19,,
605,암호화폐,SDEV,AMX0221116004,스테이블코인 디벨롭먼트,42207545,23.63,1.04,,
605,암호화폐,VIP,US20210915006,벌컨 인프라스트럭처 앤 파워,33798902,4.86,1.94,,이사 지분 확보
605,암호화폐,FLD,US20220207004,폴드 홀딩스,28104093,13.46,0.5876,,지분 희석 우려
605,암호화폐,AIXC,NAS0221123002,AIxCRYPTO 홀딩스,21762382,4.81,1.09,,
605,암호화폐,BTCT,US20200331004,BTC 디지털,18004596,10.34,1.28,BUY,법안 표결 실패
605,암호화폐,EBON,US20200626002,이방 인터내셔널 홀딩스,13233575,5.88,2.16,,암호화폐주 강세
605,암호화폐,CAN,US20191120001,카난(ADR),12345327,17.95,0.3765,BUY,비트코인 강세
605,암호화폐,BENF,US20211203001,베네피선트,9637131,-7.63,0.581,,
605,암호화폐,AGMH,US20180418001,AGM 그룹 홀딩스,2959040,-2.43,0.8098,,사모발행 희석 부담
605,암호화폐,IPST,NAS0241122001,IP 스트래티지 홀딩,1945130,-3.85,2.75,,
605,암호화폐,BTOG,US20220215001,생그릭스,1319201,6.79,1.73,,
605,암호화폐,MI,AMX0230918004,NFT,1088520,-4.19,2.06,,
605,암호화폐,ARBK,US20210922001,아르고 블록체인(ADR),912835,-1.45,2.72,,
171,반도체부품소재,COHR,US19871002001,코히런트,57458516602,7.22,317.36,BUY,
171,반도체부품소재,Q,NYS0251103004,큐니티 일렉트로닉스,24291559505,2.49,120.05,BUY,
171,반도체부품소재,ENTG,US20000711002,인테그리스,20398679447,5.72,142.37,BUY,
171,반도체부품소재,DD,US20190603005,듀폰,17196804480,0.43,129.01,BUY,
171,반도체부품소재,SOLS,NAS0251030004,솔스티스 어드밴스드 머터리얼즈,9261475634,-2.5,57.33,BUY,
171,반도체부품소재,FORM,US20030612001,폼팩터,8637057408,6.1,118.33,BUY,
171,반도체부품소재,VSH,US19840124001,비샤이 인터테크놀로지,4842656341,2.07,32.51,BUY,
171,반도체부품소재,AXTI,US19980521001,AXT,4403962334,3.23,69.94,BUY,
171,반도체부품소재,ROG,US19800317004,로저스,2318453515,-0.86,129.77,BUY,
171,반도체부품소재,PLAB,US19870310001,포트로닉스,1667386242,2.07,29.1,BUY,
171,반도체부품소재,POET,US20220314008,포엣 테크놀로지스,1288367251,3.73,7.79,BUY,
171,반도체부품소재,ASYS,US19840907006,암테크 시스템즈,240222883,3.03,14.28,,
171,반도체부품소재,ALMU,NAS0250327001,앨루마,220488486,10.23,12.72,BUY,
173,반도체장비,ASML,US19950315001,ASML 홀딩(ADR),620514332224,3.08,1679.92,BUY,
173,반도체장비,LRCX,US19840504001,램 리서치,334063519248,6.76,287.51,BUY,장비 수요 호황
173,반도체장비,AMAT,US19721012001,어플라이드 머티리얼즈,328367785073,6.47,444.42,BUY,
173,반도체장비,KLAC,US19801008001,KLA,218860864172,4.75,177.01,BUY,
173,반도체장비,TER,US20181127001,테라다인,54728638528,5.26,371.71,BUY,
173,반도체장비,CLS,US19980630001,셀레스티카,41247362304,0.82,332.63,BUY,
173,반도체장비,ONTO,US20191028002,온투 이노베이션,12163361219,5.36,263.43,BUY,
173,반도체장비,NVMI,US20000411003,노바,10974523812,2.31,356.1,,
173,반도체장비,CAMT,US20000728002,캠텍,6669842331,3.63,149.44,BUY,
173,반도체장비,ACMR,US20171107001,ACM 리서치,4679090359,1.18,68.57,BUY,
173,반도체장비,KLIC,US19900326028,쿨리케 앤 소파 인더스트리스,4249532671,1.56,83.2,,
173,반도체장비,ACLS,US20000711001,액셀리스 테크놀로지스,3202121125,4.33,109.13,HOLD,
173,반도체장비,UCTT,US20040325001,울트라 클린 홀딩스,3031424922,4.58,70.63,BUY,
173,반도체장비,COHU,US19861112001,코후,2580978615,5.05,57.78,BUY,
173,반도체장비,VECO,US19941220001,비코 인스트루먼츠,2509371190,2.85,42.59,BUY,
173,반도체장비,LASR,US20180426004,엔라이트,2197759902,3.62,39.82,BUY,
173,반도체장비,ICHR,US20161209001,아이코어 홀딩스,1966145587,3.49,54.8,,
173,반도체장비,ASYS,US19840907006,암테크 시스템즈,240222883,3.03,14.28,,
173,반도체장비,TRT,US19950424001,트리오 테크 인터내셔널,112577184,-2.58,10.94,,자동차 반도체 수주
