날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2025-12-22,1605470286997,-35730441781,-2671442151621,1101702306405,0,KOSPI
2025-12-22,61932941058,-134985552222,106222233605,-33169622441,0,KOSDAQ
