날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-05,-1380859195556,-79344639502,4223997369786,-2763793534728,0,KOSPI
2026-06-05,150779869391,3290763236,33693633977,-187764266604,0,KOSDAQ
