티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5410.0,948174.0,5149356390.0,0.0,90867270.0,1.76,36101.0,195275680.0,-111715.0,-604421970.0,-9375.0,-50450880.0,23178.0,125792980.0,-903.0,-4918270.0,0.0,0.0,0.0,0.0,-31650.0,-171325590.0,0.0,0.0,84100.0,454778940.0,889.0,4818230.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8870.0,33310.0,297765995.0,0.8,125860.0,0.04,-2435.0,-21967220.0,2243.0,20219540.0,-2059.0,-18323420.0,-2051.0,-18252010.0,-6.0,-53590.0,-2.0,-17820.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,6839900.0,1480.0,13231200.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4325.0,320244.0,1396324429.0,-0.8,44522765.0,3.19,33556.0,145495594.0,-41837.0,-181487545.0,2878.0,12508771.0,-3498.0,-15215405.0,-57.0,-246525.0,0.0,0.0,2133.0,9274501.0,4300.0,18696200.0,0.0,0.0,400.0,1770240.0,5003.0,21712940.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,138000.0,69481.0,9559467350.0,0.73,157331450.0,1.54,-28613.0,-3939948850.0,18558.0,2553621650.0,9985.0,1376842850.0,3370.0,465250650.0,-162.0,-22294800.0,4044.0,556954250.0,0.0,0.0,2497.0,344280000.0,236.0,32652750.0,49.0,6631350.0,21.0,2853000.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,22500.0,1086609.0,24465826750.0,-0.66,3701965700.0,12.83,-56193.0,-1266228700.0,-88463.0,-1999960100.0,103949.0,2350360950.0,206771.0,4657066175.0,-9972.0,-223967300.0,-28860.0,-646719700.0,0.0,0.0,-46708.0,-1047836625.0,-17282.0,-388181750.0,40680.0,915222400.0,27.0,605450.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",56500.0,19129.0,1097072300.0,-2.59,1372400.0,0.08,2213.0,127791400.0,2856.0,163868700.0,-4992.0,-287104400.0,10.0,553100.0,-2.0,-114100.0,-1000.0,-57588700.0,0.0,0.0,0.0,0.0,-4000.0,-229954700.0,-77.0,-4555700.0,0.0,0.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,28250.0,4702.0,133001200.0,1.07,3054850.0,2.3,-47.0,-1041650.0,47.0,1133850.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92350.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,222000.0,100828.0,22430295500.0,-1.55,470539500.0,1.64,-8662.0,-1925265000.0,17954.0,3993477750.0,-9533.0,-2121542750.0,7774.0,1730237000.0,-3359.0,-744756500.0,-8614.0,-1917848750.0,-42.0,-9272250.0,2239.0,499794500.0,-7473.0,-1666902750.0,454.0,100853000.0,-213.0,-47523000.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5980.0,526036.0,3115875405.0,1.18,72326810.0,2.32,-160937.0,-957984100.0,179972.0,1071043275.0,-4862.0,-29050530.0,-1596.0,-9674280.0,-72.0,-428330.0,56.0,334880.0,0.0,0.0,-3172.0,-18820290.0,-78.0,-462510.0,-9295.0,-54911395.0,-4878.0,-29097250.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,182000.0,5842.0,1077622550.0,-1.67,2957100.0,0.27,-436.0,-81712050.0,333.0,62523250.0,103.0,19191200.0,491.0,90781100.0,-32.0,-5880000.0,9.0,1661700.0,0.0,0.0,-376.0,-69401000.0,11.0,2029400.0,0.0,-2400.0,0.0,0.0,0.0,0.0,0.0
