날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-07,-400081959661,372641505998,-342931874097,370372327760,0,KOSPI
2026-04-07,-120026167118,-27535374176,-32210030863,179771572157,0,KOSDAQ
