날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-30,844955351237,355032721244,894519330948,-2094507403429,0,KOSPI
2026-03-30,-117907977265,-54778318251,304054927912,-131368632396,0,KOSDAQ
