날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-24,1909547585373,113786527883,2631247369628,-4654581482884,0,KOSPI
2026-06-24,336282668097,14119026072,-318350607763,-32051086406,0,KOSDAQ
