날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-09,-1544058422897,93382451047,4624213469630,-3173537497780,0,KOSPI
2026-03-09,44684176412,-12326512869,506533691074,-538891354617,0,KOSDAQ
