Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,11099025,253862285318,15630882310,1146621.0,89650275747.0,-993469.0,-51594151062.0,-137199.0,-38330921578.0,54913.0,-13667617541.0,-9713.0,-231142900.0,-71993.0,-3994474950.0,-1805.0,-201320250.0,6814.0,-7634167725.0,-115417.0,-12602988512.0,-24884.0,-143314281.0,8931.0,418111174.0,23
1차 철강 제조업,20657756,590879179533,25754250331,1054004.0,-5143346559.0,-810882.0,7205112651.0,-20913.0,-1097924775.0,154006.0,-11509190934.0,-887.0,2329068995.0,-24214.0,1390450915.0,-5773.0,-1294739205.0,-78727.0,6496583409.0,6178.0,1448236038.0,-264550.0,-670167836.0,42341.0,-293673481.0,59
가구 제조업,506403,3366502413,31777315,-43215.0,40951052.0,36920.0,469392967.0,9667.0,6132312.0,6864.0,46376272.0,-3992.0,-50429380.0,-247.0,-2910600.0,-98.0,-4132500.0,-1802.0,-22812180.0,8942.0,40040700.0,-3784.0,-517706434.0,412.0,1230103.0,9
가전제품 및 정보통신장비 소매업,76367,575079850,75910,-3376.0,-25459455.0,1557.0,11518115.0,600.0,4496850.0,725.0,5451650.0,0.0,0.0,-108.0,-825120.0,0.0,0.0,0.0,0.0,-17.0,-129680.0,-728.0,-5319030.0,1947.0,14763520.0,2
가정용 기기 제조업,1429797,40220049874,2260015862,-36847.0,-823663398.0,25240.0,650647588.0,9722.0,156426597.0,-23958.0,-1899548253.0,2873.0,175229000.0,35313.0,2143230700.0,0.0,0.0,-2828.0,-172523750.0,-1678.0,-89961100.0,886.0,33279200.0,999.0,-16689987.0,8
"가죽, 가방 및 유사제품 제조업",942245,12815542735,109216450,-193127.0,-2765693970.0,96058.0,1461863770.0,104631.0,1417984875.0,17706.0,231865730.0,11671.0,166134795.0,3596.0,50618565.0,1846.0,27809100.0,28549.0,357469655.0,41263.0,584087030.0,-6511.0,-82773385.0,-1051.0,-31381290.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,30644,744724850,53431850,-8826.0,-214888575.0,-1206.0,-30438450.0,9203.0,225148425.0,-441.0,-10710400.0,-39.0,-951550.0,1102.0,26901900.0,0.0,0.0,8610.0,210621125.0,-29.0,-712650.0,828.0,20154800.0,1.0,23800.0,1
건물 건설업,20497864,108466203595,6598000070,1245650.0,10757909726.0,-1203400.0,-9718291593.0,-72157.0,-1293546220.0,-201171.0,-2097916426.0,23945.0,432230980.0,89224.0,483985635.0,-2107.0,-6392629.0,-320.0,-711178410.0,18273.0,605745200.0,-17052.0,216614222.0,46959.0,37313865.0,24
건물설비 설치 공사업,45992,487784315,0,-5271.0,-42503925.0,2887.0,8387110.0,2169.0,36441155.0,-382.0,-1359785.0,0.0,0.0,-184.0,-2711170.0,0.0,0.0,4718.0,69786060.0,-1983.0,-29273950.0,414.0,1693440.0,-199.0,-4017780.0,2
