날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-20,293793137597,255830446542,-315833698549,-233789885590,0,KOSPI
2026-04-20,-160430968475,-23321649502,162188337661,21564280316,0,KOSDAQ
