티커,종가,시가총액,거래량,거래대금,상장주식수
078020,6740,373943220600,129765,867942155,55481190
027410,3885,371859733035,37451,145163033,95716791
0120G0,49850,370678119500,52179,2562860275,7435870
126560,3380,369099515200,108598,366741976,109201040
089890,22200,368186156400,55268,1205473025,16584962
092730,22950,367842347550,81543,1862458525,16027989
372320,24050,366213005600,49132,1197664100,15227152
215200,35300,365892124800,29276,1034749175,10365216
060980,40150,364515707050,6437,255716225,9078847
105630,9110,364400000000,55834,511571210,40000000
031430,10410,364204260000,26766,277511130,34986000
003800,32800,363752000000,676,22167025,11090000
025900,7190,363506879150,42556,306167130,50557285
017810,9530,363288765260,14419,137673450,38120542
007690,39200,363024614400,23773,940866475,9260832
236200,52000,362664172000,22895,1186813250,6974311
089010,21550,361394081850,27104,581115625,16770027
107640,39800,360784850800,118905,4736449300,9064946
170900,36950,359445202950,3506,129081200,9727881
092190,7780,356856019740,137339,1065094880,45868383
389470,26800,356646574400,45404,1192724525,13307708
332570,7620,355942110060,1533174,11727322495,46711563
025320,3855,355439492565,284286,1091351786,92202203
006405,219500,355128172000,3890,848602250,1617896
104700,9700,353565000000,35826,354107370,36450000
098120,42500,353292555000,56284,2383363525,8312766
234340,25250,352759064000,2846977,72736561125,13970656
005610,40650,350769215850,1602,65226700,8629009
078160,8920,349705058760,39195,345845040,39204603
002310,8840,348733668400,112606,985229335,39449510
069080,11200,346825640000,58580,657648140,30966575
417840,15110,345556346910,631034,9411602180,22869381
011760,26100,345276012600,11536,301644250,13228966
101730,4095,343174456170,103849,424975835,83803286
033160,13910,341686046780,689531,9427035490,24564058
024720,9960,341590739640,33737,336872545,34296259
468530,30750,341483301000,55912,1717073750,11105148
393890,10070,340800460080,299437,3093618805,33843144
159010,25400,338702370600,151609,3846139200,13334739
092790,12990,337765980000,309671,4018890565,26002000
036620,3740,336087410560,422647,1586423844,89862944
02826K,229000,336078110000,6424,1474739250,1467590
290550,16800,336020664000,663269,10835250960,20001230
060280,8130,335442092700,228406,1861912415,41259790
006910,6780,333100206720,406149,2747821285,49129824
020000,15500,332893407000,45794,709175805,21476994
097520,19040,331324560000,23190,441999090,17401500
036800,7270,330785000000,138008,1001904330,45500000
900290,3955,330284201520,148571,584231290,83510544
002020,25400,327855072000,19371,489737075,12907680
215600,2365,327679178860,782143,1862018058,138553564
348210,31250,327406406250,90371,2782393625,10477005
067630,2685,327347300730,124888,337766927,121917058
011930,16110,327132592020,82647,1339190030,20306182
356680,11430,326252113560,284762,3192063635,28543492
009160,4960,324240001280,58419,292719570,65370968
145720,37550,323827107050,8942,336615750,8623891
206650,8790,323052778530,63835,558330145,36752307
026890,8330,322961072210,16751,140335660,38770837
018000,1240,321777872160,1027476,1270556297,259498284
015860,6510,321252114330,46389,299523960,49347483
108670,35800,321042586000,45309,1616527500,8967670
272450,6140,320508000000,189240,1147259970,52200000
199800,35600,320315592400,14836,514704050,8997629
123890,2600,318172207600,172367,451665557,122373926
005720,6020,316314741540,10612,63487925,52543977
025860,6360,315957441480,275612,1773517950,49678843
009290,6340,315730782720,85593,537969785,49799808
001230,2030,315680661450,122222,247096861,155507715
244920,13960,315603394280,121167,1688769145,22607693
455900,20500,315556110500,86489,1795037260,15392981
200880,11630,314340722310,14764,171252570,27028437
200710,23300,313664763100,55414,1283819325,13462007
079370,10100,313271599000,130004,1308417540,31016990
093520,26200,311828129400,8149,213946975,11901837
002900,7520,311328000000,388749,2868142965,41400000
381970,6370,310988801760,116170,733705235,48820848
005950,11780,309745310820,427285,4937516750,26294169
016800,26900,309350000000,493,13324350,11500000
096760,4180,309006257560,38111,158976884,73924942
018250,11690,308732140150,28422,331075080,26409935
294570,30550,308302412600,644484,20104462500,10091732
069540,2715,305958500355,2024642,5436305183,112691897
448900,50200,304937741400,114473,5674707250,6074457
012030,1507,303169117031,537858,800370976,201173933
035810,4695,302903488575,98521,460184715,64516185
126720,21200,302863200000,10432,220455650,14286000
121440,7050,301999566900,190727,1413104200,42836818
084110,23800,301303525600,36503,868496950,12659812
039440,19430,301301923210,65293,1263254870,15507047
001390,4520,300144434720,115578,521859854,66403636
034830,1184,298947248320,230611,270507801,252489230
110990,15780,298242000000,40915,645416385,18900000
084010,8670,298001737320,19892,169969440,34371596
017890,14410,297905221460,31366,451071675,20673506
352480,21800,297131841800,12350,268240350,13629901
117730,13150,296638265450,104966,1381437880,22558043
025770,7910,296184183610,20314,160994800,37444271
000157,331500,296042097000,93,30507000,893038
033270,18500,294349337500,10060,185450830,15910775
101930,6440,294273681240,6136,39462390,45694671
377450,16960,293916800000,312350,5286380195,17330000
001750,19430,293577312980,11832,230201080,15109486
092460,17150,293431012000,6841,117263230,17109680
002710,11180,293069132460,245078,2731459455,26213697
078520,11260,292919452860,44885,505194835,26014161
036890,13180,290389971140,18315,240851460,22032623
200670,25850,290293690500,20460,524199900,11229930
010955,71900,289176551300,65852,4736468150,4021927
452430,35000,288939735000,113891,3840496800,8255421
003350,12750,288915000000,588133,7407013385,22660000
330860,23650,288152664250,77085,1836599225,12184045
035600,10390,286290569260,35371,370085250,27554434
078350,18760,285984606320,72793,1366474105,15244382
091810,2800,285897054800,56325,157412389,102106091
004430,11910,285840000000,321418,3881875420,24000000
168360,12740,285281176180,35588,453781950,22392557
265520,18830,283406959430,27207,508211860,15050821
448280,9560,283273593240,9917,93739320,29631129
286940,18710,283070456570,20948,389037790,15129367
472850,4915,282964669580,24948,123425905,57571652
084690,7800,282457796400,16510,129058230,36212538
003960,30800,282265583600,996,30330700,9164467
232530,10990,281501200960,902,9131260,25614304
136480,2650,281455710300,119941,317968543,106209702
051500,23700,281356588200,3476,82075775,11871586
054950,23250,281089989000,12484,291740200,12089892
484590,6810,280643164500,332736,2282053865,41210450
376270,38800,280102903600,4458,171629150,7219147
042520,19630,279950634210,107785,2097431400,14261367
058430,4660,279600000000,171371,798460846,60000000
049070,17730,279110979000,34802,617633110,15742300
482630,12660,277105624800,117976,1484142950,21888280
010820,5670,276536888460,196562,1108269290,48771938
091580,20650,275227722350,117932,2454620125,13328219
017390,55500,274725000000,5947,329198250,4950000
287840,18260,274300989600,21580,386026435,15021960
043150,18450,274061023200,48363,895889100,14854256
200470,6240,273458989440,617717,3906664375,43823556
003120,20550,273315000000,576,11867850,13300000
036200,8910,273218226930,84837,753584795,30664223
000430,4390,272180000000,58592,256648415,62000000
122900,8110,271107892400,33417,271445065,33428840
488900,9350,270929742050,36197,333729415,28976443
061970,3865,270870818190,308331,1196120303,70083006
010690,7750,270633177500,239598,1863140225,34920410
037710,35450,270383247400,26567,941303350,7627172
091700,5390,269500000000,43107,232100215,50000000
334890,3875,269113646625,286009,1100195260,69448683
309710,21000,268443021000,0,0,12783001
064550,10390,268168923490,903391,9445717440,25810291
045390,3795,267446465715,1468167,5541790790,70473377
098070,24000,266907384000,37628,892126100,11121141
020120,7200,266859115200,483626,3309925180,37063766
151860,5590,266100781180,25584,143800035,47603002
182400,3670,265496721770,0,0,72342431
228760,10660,264999093320,64146,676211510,24859202
424870,2890,263965401010,104974,302227108,91337509
138080,21300,263646245400,109070,2281431700,12377758
267980,34350,263245965300,1164,39912700,7663638
439090,16010,262456092600,59400,948434700,16393260
136490,10990,261337847960,104748,1148132155,23779604
105840,12900,260549943000,94287,1205192420,20197670
461300,19540,260545050820,22639,441687650,13333933
099440,3800,259324897200,258409,993607024,68243394
047920,7870,258130931720,216559,1698937690,32799356
060720,10890,257847343380,165125,1784285590,23677442
389650,31050,257009730300,29493,913555500,8277286
004360,13410,256340236230,32753,439783410,19115603
121800,3320,256309348520,0,0,77201611
004310,7950,254400000000,11189417,89520589315,32000000
123330,31900,254200892000,503695,16502057275,7968680
160980,23250,253988649750,135478,3154154475,10924243
243070,21150,253369914750,29658,627797675,11979665
377460,4080,253187202960,0,0,62055687
200130,8750,251786132500,108518,957493790,28775558
378340,11630,251718347660,43870,508107860,21643882
389500,37750,251546068000,126425,4748143000,6663472
007160,50300,251500000000,872,43482500,5000000
001790,2910,250963972650,255441,742739312,86241915
005430,79000,250142045000,6036,482807400,3166355
298690,1535,250074328520,39790,61128916,162914872
053690,22800,249832140000,396351,8965815400,10957550
005500,18750,249750000000,14843,278547860,13320000
217590,10360,249616171000,132693,1363638915,24094225
481070,17360,248773140000,24912,427073900,14330250
108860,9190,247346920100,195748,1791601865,26914790
023410,3190,246621652970,176286,561234410,77310863
003920,43400,246227599800,1727,75167100,5673447
008490,21250,245843651250,12795,272031650,11569113
317330,11910,243876115440,113441,1354415920,20476584
011560,24150,243549658800,23353,562681575,10084872
005680,12130,242600000000,8890,107300335,20000000
404990,3930,242197489800,29719,115676265,61627860
462860,3375,242178265125,4419102,15562294509,71756523
000490,8400,242145666000,306455,2557078930,28826865
003200,10480,240620800000,38631,402953670,22960000
089980,15020,240155335740,11411,170303930,15989037
094480,6120,240086608560,3290989,20439829605,39229838
086390,11330,239449647580,201073,2294906800,21134126
030210,3930,239380646580,35011,138163460,60911106
068930,8630,238838201460,15532,134030880,27675342
000680,3030,238773138480,74803,227422467,78803016
025000,54400,238201769600,2567,139936500,4378709
003070,9350,237714016650,14240,133584635,25423959
000540,3695,237376573275,295394,1111384495,64242645
100120,26350,236396679850,8390,222096300,8971411
044820,24600,236256456600,14609,355819875,9603921
071200,9680,236157713440,47602,465964960,24396458
304360,19040,235812837120,13068,247454210,12385128
389260,13150,235599673750,54246,705629520,17916325
484120,21500,235584573000,122694,2569413630,10957422
001460,37700,235479855000,2056,77092400,6246150
043370,11180,234780000000,18345,202963050,21000000
0030R0,3920,234337600000,1209,4704720,59780000
298830,4380,234148225620,180834,783673913,53458499
094360,10950,233840250300,101036,1085606750,21355274
036030,4760,233331111160,29539,139202120,49019141
348950,1182,233298432000,0,0,197376000
900140,1207,233241201424,140039,168432448,193240432
144510,14760,233213077440,43194,622445690,15800344
065710,45250,233037500000,3742,168717575,5150000
226320,10610,232670032150,15431,162711740,21929315
003650,133500,232246212000,1434,190007200,1739672
0008Z0,24600,232139474400,15222,374101225,9436564
064820,7520,232068816800,40320,304747910,30860215
03473K,409500,231832282500,1279,517873250,566135
216080,6200,231180013800,153889,969538355,37287099
044450,10230,230968080750,56476,581249900,22577525
215000,36800,230935272000,11055,405315600,6275415
002320,14870,230761819920,15666,233232660,15518616
114190,8810,230143964780,91026,787631795,26123038
001340,5100,229643253900,70875,358853990,45028089
416180,25400,229610361200,12678,319804625,9039778
180400,2325,228848429400,22060,50987965,98429432
475560,15430,228795577100,31705,489204745,14827970
001470,5820,227794235460,0,0,39139903
000320,17090,227145770590,4830,82269315,13291151
0001A0,8910,226928451420,25921,230651715,25468962
024840,5230,226413164280,932199,4834374480,43291236
134380,10290,226304677200,6411,66066640,21992680
092200,5810,225942585890,266954,1557112745,38888569
034120,12150,225397541700,2422,29483310,18551238
009680,10370,225372184780,7810,80776730,21733094
073490,29600,225073841600,24376,713156200,7603846
023760,1421,224240603748,58791,83437910,157804788
000050,8160,223708603200,12259,100173310,27415270
432320,1483,223583434655,203720,301904643,150764285
237880,12370,223542636610,78881,978518305,18071353
365270,10050,222677769600,76619,775111470,22156992
199430,19850,222261303550,660414,12575501715,11197043
019010,4600,221720000000,119931,546008372,48200000
053030,6780,221598794640,64374,435587820,32684188
394280,8410,221574317300,67773,569674195,26346530
051905,105500,221155324500,6513,678485550,2096259
061090,40400,220889020000,25090,999076350,5467550
254490,15280,220612640000,31377,477169265,14438000
033920,7730,220305000000,16946,131376290,28500000
445090,20150,220152008700,10051,202262860,10925658
001250,2660,219539812240,337836,897756740,82533764
493280,14720,218394001280,39763,579287595,14836549
290690,4120,218192839240,179847,733583585,52959427
065680,23600,218075115600,15299,360217050,9240471
243840,5640,217468445400,169452,959686860,38558235
950170,4450,217040361750,3024,13398260,48773115
456010,14870,215649944500,113017,1684695345,14502350
035150,10900,215504761100,8321,90179710,19771079
005010,3830,215200327250,205583,783115401,56188075
067390,5090,214369203130,65104,333352390,42115757
0011T0,4555,213855387005,141572,654767501,46949591
206640,9760,213821308960,36317,353431755,21907921
003555,71000,213795129000,2774,196488350,3011199
005710,10650,213400440000,3682,38889320,20037600
217730,2265,213032647485,226337,508209505,94054149
484810,13760,212604590400,1315883,18877268915,15450915
241520,7990,212534000000,83718,666273175,26600000
042370,8110,212482202750,82137,661487140,26200025
095500,6850,212418493150,52657,360108805,31009999
298000,56000,212341416000,25650,1426302550,3791811
000480,4525,212179467250,9003,40662170,46890490
046970,4840,212112995160,524496,2496608326,43824999
125020,6040,211632842000,424829,2534711020,35038550
475400,17920,211579540480,38758,687742750,11806894
052710,11290,210906232000,517622,5842237085,18680800
307180,5700,210419353200,231532,1315615880,36915676
014940,4610,210094577210,51274,237209486,45573661
052330,11800,209586750200,7310,86563530,17761589
353810,6320,209077734400,48183,302624350,33081920
017860,11780,207959808520,29562,346483690,17653634
011500,13290,207816288180,30495,405086615,15637042
099430,3370,207729233140,108916,365864160,61640722
0082N0,15600,207489048000,25214,397590975,13300580
446540,7110,206752479210,129696,916095015,29079111
380540,8450,206658126350,0,0,24456583
314930,6940,206562874820,42834,291531430,29764103
354320,32300,206441606300,294500,9436369900,6391381
003720,6060,206040000000,107461,646995510,34000000
036710,3900,206028240600,269802,1021787901,52827754
203650,2025,205951580100,606449,1229989674,101704484
004980,8400,205935013200,94150,787481760,24516073
000650,143700,205378914000,1171,168683450,1429220
053300,5030,204173212880,116423,591308410,40591096
003520,1116,204108287796,271123,302290536,182892731
067080,10960,204038484000,151157,1656618090,18616650
049430,22450,203127600000,107807,2381326675,9048000
318060,18150,203047262550,41456,734765740,11187177
088260,3205,203009795950,53324,171089715,63341590
100250,3175,202882500000,40629,128640735,63900000
018310,13790,202713000000,2337,32012140,14700000
037270,3170,201812058700,118964,373521153,63663110
058970,16130,199411867220,31548,500315680,12362794
085910,14430,199059223740,191161,2726198595,13794818
028100,17720,198855913240,22958,405081190,11222117
066620,26500,198750000000,2524,66439800,7500000
036190,33100,198600000000,6568,218241275,6000000
001130,11700,197730000000,7879,92385145,16900000
084850,8690,197114696460,16302,141177550,22682934
064850,17230,196600020360,43557,729575200,11410332
013120,2165,196599536500,43453,94777295,90808100
013580,22000,196479954000,77969,1721395600,8930907
039570,7560,196239463560,1682,12728890,25957601
452280,10180,195941280600,254578,2567787305,19247670
272110,24400,195819638000,56333,1381321300,8025395
190510,13880,195504199960,43466,593801135,14085317
462350,5770,195496670440,115024,661120700,33881572
214180,15030,195290306010,130960,1957730180,12993367
001630,38900,194883592900,1024,39891075,5009861
053210,4100,194844115500,13504,55156295,47522955
102940,14850,194395454550,64725,960879190,13090603
042420,23850,194193449550,5913,140657900,8142283
377190,2195,194038000000,102384,224742382,88400000
304100,15390,193819428450,83679,1278848960,12593855
035510,13860,193775274000,301604,4229432690,13980900
034810,6130,193586331760,8468,51550555,31580152
450950,5130,193029546960,9196,46946810,37627592
194480,15860,193002719000,98003,1542399080,12169150
419530,18900,192918669300,22064,419468455,10207337
016580,10360,192696725200,74597,763580815,18600070
012210,8350,192480684650,107185,899682280,23051579
080720,2410,192441519730,0,0,79851253
095570,4250,192324225750,57218,242915127,45252759
459510,14760,191560918320,149187,2202146935,12978382
117580,6960,191400000000,51808,358495730,27500000
036560,12150,191362500000,1679,20438380,15750000
194700,10470,191128258560,113125,1191290830,18254848
102260,3760,190517662160,89488,337703841,50669591
115450,2150,190447234350,102282,218844350,88580109
339770,3800,189867304000,17114,65222187,49965080
033530,7000,189366093000,30096,209723640,27052299
010580,1699,189016740240,242886,413891795,111251760
192440,30400,188977435200,3675,110356750,6216363
082800,3100,188230964600,269610,804438136,60719666
128820,4150,187727233700,46788,193569195,45235478
112290,9280,187651715200,71204,660431040,20221090
003547,19520,187522120320,10686,208022790,9606666
016790,994,187340898626,0,0,188471729
000140,8030,186350322950,2652,21286310,23206765
126600,2960,185790021040,11259,33213260,62766899
234690,10340,185740418600,1766983,18817281665,17963290
403850,12920,185415049200,137263,1784901860,14351010
102460,9970,185310505670,38973,383908030,18586811
260870,8120,184976726200,3283,26658160,22780385
204610,3300,183896526000,119872,395336493,55726220
425040,8380,183713885240,118388,985527955,21922898
388050,9800,183352482600,491372,4760134360,18709437
464080,10160,183017861040,123838,1230599400,18013569
067290,3265,182961141295,23898470,77215456008,56037103
032940,10050,182841469050,14688271,145815383300,18193181
220100,8130,182334924600,56496,454366620,22427420
007860,7760,182203589440,16202,126090400,23479844
002100,9330,182145624750,29074,271084215,19522575
256840,2660,181930396760,514165,1359860912,68394886
143240,16940,181812463140,10702,181212385,10732731
417030,31450,181704136200,746770,22572686250,5777556
293780,6460,181483396300,15920,104441555,28093405
003220,8070,180990594810,38806,310814070,22427583
176750,6350,180903372000,54909,349744875,28488720
270660,14210,180333184430,66651,940230450,12690583
014710,10470,180278145210,5726,60037940,17218543
213500,7570,180170360320,20655,156017075,23800576
002420,5780,180150369520,10769,62048220,31167884
314130,3435,179648524875,117839,403628880,52299425
357550,32900,179469500000,2002,65346450,5455000
002150,5320,179390400000,24856,133240630,33720000
487570,48100,179217088700,1611,77808325,3725927
016450,4465,178600000000,26443,117826262,40000000
234080,11260,178297078040,9477,106482510,15834554
078150,1876,178073293048,653723,1220001679,94921798
222040,8580,176988240000,227602,1894704865,20628000
015230,6520,176976402400,94144,616311915,27143620
372170,22150,176735913200,39124,867392775,7979048
003610,5500,176609279000,36062,198267360,32110778
054210,6970,176279733700,65820,451370380,25291210
004560,11650,175668148150,16998,198436640,15078811
134580,3560,175487170440,679461,2360871541,49294149
126730,20000,175402520000,242364,4948413200,8770126
108380,18290,174986520570,90799,1629824190,9567333
092130,14490,174511764000,3942,57040875,12043600
241590,2880,174497114880,14869,42984472,60589276
000390,6410,174374236290,70882,462445930,27203469
025560,6270,174172311060,257508,1595711055,27778678
000300,4200,174035631000,0,0,41437055
003460,3065,173792901975,6565,20127820,56702415
000700,6640,172917631680,20322,135249630,26041812
005960,7520,172558905760,21103,157958605,22946663
143160,16100,172533879000,2821,45357270,10716390
138610,15160,172335741880,57342,861661180,11367793
402030,13760,172240634880,11218,152284850,12517488
126700,11500,171834288000,34243,398488680,14942112
405100,13960,171558641960,168854,2348554090,12289301
950140,8620,171261004920,6764,57731230,19867866
094820,11330,170841772970,37935,425513185,15078709
126640,4870,170722281700,3383372,16573426495,35055910
264850,5630,170558665560,493099,2775296995,30294612
013890,7740,169705792620,4671,35925740,21925813
080160,8970,169533000000,25152,226250495,18900000
083310,9480,168839112840,38328,361253650,17810033
051160,10860,168052309800,285326,3033408345,15474430
024800,4760,167672761200,38626,180446826,35225370
004380,8100,167670000000,11886,96586940,20700000
245620,741,167118555474,0,0,225531114
049630,7140,166827092460,222044,1560030450,23365139
038390,9970,166706595340,7495,74797660,16720822
086670,16780,166556350300,23316,391230490,9925885
083930,11330,166293231170,32595,370296260,14677249
122990,6240,166227865440,33728,209290195,26639081
123860,13650,165484614750,5906,79014900,12123415
179290,5100,165064957800,24113,123215165,32365678
489460,11180,164941748660,39344,434012055,14753287
0015G0,14080,164771777280,29955,420944665,11702541
308430,12750,164541950250,12099,152172450,12905251
000860,12650,164450000000,12772,160215470,13000000
039830,15270,164349330300,72628,1129066370,10762890
093190,8500,163530692500,12561,106049390,19238905
101530,5600,163054203200,6231,34856780,29116822
023910,27150,162900000000,1973,53377200,6000000
002170,54300,162900000000,943,51393200,3000000
123410,5850,162870224400,57820,339990520,27841064
024060,10820,162300000000,1214246,13163767910,15000000
012860,2215,162212107255,419321,907145569,73233457
032620,3100,161811130900,62416,193053145,52197139
331920,14470,161797100850,35777,514144710,11181555
104480,1779,161702977086,282514,504780222,90895434
119830,6080,161354298880,209491,1253227270,26538536
199820,7260,161317200000,101883,732590025,22220000
097955,121200,160884879600,3100,375856150,1327433
090350,8040,160800000000,17012,136023620,20000000
077500,7440,160704758880,65980,489623890,21600102
006805,11930,160507806690,46618,558351600,13454133
118990,6540,160474406340,107603,702212290,24537371
072870,13420,159979269780,8817,117715610,11920959
007570,8370,159747007680,5696,47534930,19085664
066410,1153,159637252154,0,0,138453818
086820,6130,158914641050,38799,235746035,25924085
230240,11940,158909460000,89189,1062261175,13309000
382800,4990,158836894590,414268,2031950399,31831041
039860,4165,158657565745,209881,881925085,38093053
119610,13900,158651083300,23329,319151620,11413747
054800,15290,158217189240,3320,50774500,10347756
041920,8480,157712931040,49051,410564370,18598223
011040,5110,157228394260,68960,350936465,30768766
016880,1960,156657076800,82333,161100460,79927080
011785,51800,156616574800,1520,79156350,3023486
047770,4135,156479159270,2219248,9056695736,37842602
260970,54000,156208716000,9854,529342000,2892754
460850,5220,156070984320,22738,118504900,29898656
001045,68900,155729364700,2651,180299600,2260223
114840,9280,154803252800,67796,633453910,16681385
271980,10520,154695253440,56450,591455075,14704872
001780,1595,154444060540,168605,270622742,96830132
032580,4655,154229757920,420922,1975265328,33132064
394800,4835,153862043755,133884,638216411,31822553
0039P0,8180,153844532000,1756762,14306769425,18807400
046440,4240,153701636640,48825,206796550,36250386
400760,2795,153527323625,66248,183937919,54929275
00279K,21500,152482300000,1090,23373275,7092200
003830,114800,152454400000,97,11031700,1328000
462520,12850,152338908800,12952,166555040,11855168
138360,1730,152194905820,1179312,2094772206,87973934
013990,4625,152104854000,34687,160853172,32887536
023600,9500,152078850000,3262,30645320,16008300
007330,10070,151883796000,853,8604200,15082800
000970,6660,151851330000,5903,39302605,22800500
293480,8520,151425499920,16310,137835420,17772946
065660,15120,151292232000,12151,182076240,10006100
475040,2810,151249154820,424541,1196322389,53825322
089600,13060,151080208780,15377,201592145,11568163
009470,22800,150795096000,15493,349653000,6613820
001210,12170,150616114720,3552898,43161475840,12376016
068790,6670,150543394080,18468,122368880,22570224
042600,12100,150325245400,8165,98397100,12423574
396300,5670,150195465000,1689130,9767648650,26489500
264450,10230,150027993390,21192,215005320,14665493
418550,4685,150002798005,50537,233782053,32017673
041020,3015,149796635895,194265,580936802,49683793
071840,6320,149200739840,2736,17324710,23607712
272550,9880,148875851280,11840,115840010,15068406
382900,16990,148849390000,40530,681197765,8761000
049960,15800,148520000000,6691,105384130,9400000
413630,4075,148479165375,1290430,5347952053,36436605
051370,6350,148129447200,61088,389061840,23327472
148150,4165,148035836970,164509,690322981,35542818
101970,9980,147604289820,6787,67116620,14790009
300080,8940,147558731940,30585,271029600,16505451
389020,21300,147078246600,15822,336643550,6905082
205500,1803,146737236135,64846,115435918,81385045
140610,10200,146639300400,1940,19649860,14376402
004970,9160,146560000000,38919,359299170,16000000
046120,4325,146424747725,107123,459097876,33855433
039840,10910,146366683480,32629,354951240,13415828
474650,25400,146101612800,59784,1469847950,5752032
005990,10960,145749411840,1687,18506180,13298304
107590,62800,145696000000,104,6595700,2320000
101360,8190,145668273660,72432,596730100,17786114
093640,4435,145661880460,17032,74922432,32843716
000020,5210,145522958700,55502,288642330,27931470
004960,12550,145212310100,57232,709447775,11570702
078070,8500,145000165500,11759,99190310,17058843
004090,11330,143824379600,122577,1385619340,12694120
187870,10370,143756945640,63351,651296975,13862772
025820,4280,143131760000,132775,568900945,33442000
355150,18350,143081372500,37941,698082205,7797350
004150,3485,142977770700,77685,269611215,41026620
054450,9390,142204347870,21763,204941280,15144233
067280,23950,141946357050,1245,29605200,5926779
069510,12950,141284500000,13453,174550710,10910000
001080,4010,140810989600,86061,344588940,35114960
048870,1595,140530605985,126365,200192329,88106963
036170,2290,140527283540,163346,376966091,61365626
015890,4800,140298000000,4993,23941455,29228750
003480,4740,139971308880,29607,139962695,29529812
115310,9400,139416560600,1680,15741895,14831549
084990,3020,139200246940,64331,191777190,46092797
263860,15320,139099472000,178182,2747252525,9079600
003100,21050,138930000000,12835,268696450,6600000
094280,12020,138929564000,1997,24010420,11558200
005160,2560,138865873920,18737,47388255,54244482
092070,11980,138630858840,10856,127415400,11571858
452450,3845,138529582500,286707,1086496493,36028500
060150,3040,138513380480,23466,71218035,45563612
086890,3395,138430928090,55927,188828831,40774942
035610,5060,138370744820,10706,53853520,27345997
289080,2295,138017244735,476974,1093928260,60138233
469610,15430,137988947000,79779,1210589300,8942900
445180,8020,137857287760,13671,110186280,17189188
002210,1425,137682797475,44163,63069868,96619507
095700,3020,137532291880,622684,1931920493,45540494
147830,6870,137400000000,46829,320524590,20000000
293580,1446,137268707700,133243,187800046,94929950
079960,18150,137062592700,25416,457430685,7551658
001540,10490,136814985800,56003,593981765,13042420
041520,11180,136270001400,4016,44144200,12188730
408920,3150,136182233250,12722,39820630,43232455
081000,9570,135922470750,5999,57271040,14202975
006060,2455,135810600000,43639,107633160,55320000
008350,1052,135791202680,496184,527294663,129079090
003010,10650,135390755550,816719,8614226605,12712747
000520,6230,135139982530,35390,219187170,21691811
308080,6580,134885130800,166628,1077784055,20499260
079650,6730,134600000000,6824635,47356991895,20000000
080420,1681,134012046582,2246,3717219,79721622
088800,1774,133948413916,67657,118624374,75506434
035080,11980,133866065420,16032,192304695,11174129
334970,1721,133812288277,293626,500266845,77752637
024090,11730,133722000000,47505,547013660,11400000
338840,8680,133705530840,21512,183494440,15403863
009270,1163,133477967059,500774,586181855,114770393
038290,12300,133349220000,4632,56957780,10841400
136540,10850,133235244100,5774,62337745,12279746
274090,9600,132232387200,72390,699638310,13774207
140670,10290,132121953600,66922,686815070,12839840
0007C0,16400,131697313600,193374,3075923290,8030324
012610,3160,131507713400,99420,313743152,41616365
153890,10910,131468827550,146868,1619882515,12050305
321550,4370,131268135750,52795,229199182,30038475
002390,9530,131166469490,3972,37711250,13763533
494120,8570,130776177480,85454,719126280,15259764
059120,7140,130733871240,2112129,15317797710,18310066
267290,22150,130583242900,7031,155173250,5895406
004080,14020,130386000000,263,3694210,9300000
340450,5510,130315869430,25766,141232220,23650793
417010,6460,130315822880,215379,1401230175,20172728
049720,9090,129987000000,14531,132344275,14300000
214390,5420,129575181200,12931,69623575,23906860
473980,11880,129287093760,50400,591941500,10882752
192410,5120,128951854080,96962,490210725,25185909
489500,20150,128783445700,12019,244227230,6391238
013520,2570,128631717640,44927,114904195,50051252
0088M0,12970,128166297500,76171,989465860,9881750
217950,30550,127797982000,491,15135750,4183240
210540,11540,127421310320,37567,433419885,11041708
0015N0,10120,127278450640,414873,4230552385,12576922
214420,5290,127249886710,49044,259305235,24054799
027710,1142,127237757200,477848,541855757,111416600
037560,1640,127012858600,34343,56066838,77446865
264660,13050,126861294600,14070,182193590,9721172
267320,2205,126600725475,122852,270853660,57415295
307750,2340,126327913920,186163,430937269,53986288
226590,11780,126243715520,17933,210523210,10716784
089470,3955,126164500000,23683,92909000,31900000
251370,6980,125732226740,178376,1232157350,18013213
036690,2885,125692107675,0,0,43567455
108230,3305,125666824725,2115931,7114180747,38023245
009780,7140,125664000000,2808,19929355,17600000
350520,3405,125529417810,11324,38423220,36866202
142210,6040,125338474120,243221,1487335425,20751403
418420,4070,125252451060,121458,495461794,30774558
240550,5980,125184961200,53732,318577480,20933940
232680,9400,124620500000,105501,1004173780,13257500
014280,4240,124356473680,16671,71076598,29329357
149950,9090,124239420270,71148,655497210,13667703
009070,4140,124200000000,110649,453453544,30000000
001360,1319,124199782201,221241,291327293,94162079
388790,4055,124140418800,93281,374735575,30614160
255220,1132,124025657864,1631718,1862425821,109563302
007540,43000,123659400000,2062,88277200,2875800
285490,11690,123631464390,11155,130258315,10575831
078000,13360,123447428720,1569,20966680,9240077
212560,9140,123265220720,148531,1350591570,13486348
018470,973,123212664533,0,0,126631721
037070,6150,123000000000,122620,750965735,20000000
220260,3835,122996330925,48053,182943470,32072055
036630,8780,122920000000,8204,73439090,14000000
102120,6910,122865003230,40631,281798020,17780753
002620,7690,122835099950,3897,29314870,15973355
211270,8130,122619131520,33415,270211430,15082304
950190,9400,122360354600,19411,185553360,13017059
297890,1669,122072185466,128886,215550771,73140914
