티커,종가,시가총액,거래량,거래대금,상장주식수
005800,13550,121950000000,11124,151049850,9000000
086980,1950,121754100000,84975,162899191,62438000
095190,1863,121580240706,45137,82580173,65260462
008830,6320,121229709120,202518,1276162300,19181916
457550,12990,121053264420,42892,550691005,9318958
432720,8530,121019989160,44577,377103615,14187572
122450,2700,121013551800,35992,98062695,44819834
322510,4700,120911692400,27787,130351898,25725892
227840,13280,120859102080,9335,124376905,9100836
146320,9440,120812393120,8747,82478830,12797923
166480,2285,120808809160,104675,235510133,52870376
008040,8550,120678633000,150493,1285315850,14114460
021320,5630,120482000000,9957,55509745,21400000
282880,10300,120449044600,22322,227208455,11694082
056090,1165,120296776940,868011,982216606,103259036
079430,5980,120282927960,9052,54309360,20114202
387690,15750,120106208250,4136211,68743763110,7625791
290740,11900,119773630900,51888,634836950,10065011
198440,1963,119609311848,3179476,6294879322,60931896
052260,3985,119550000000,17988,71797400,30000000
265740,6680,119328848000,393103,2660011220,17863600
011690,3250,119289280500,94339,304594485,36704394
049520,3860,119052532500,41521,159408571,30842625
041440,6670,119004219040,92675,613357210,17841712
094840,12120,118850041080,85749,1023009020,9806109
158430,4850,118738146200,796030,3857530327,24482092
361390,12150,118297029150,20100,243167740,9736381
017550,1893,118121553090,206938,387924523,62399130
458650,7850,118108509500,2669,21026360,15045670
008970,1138,118086740166,1041179,1173423989,103766907
333430,3840,117990708480,264681,1005871197,30726747
063570,3450,117809661600,6213,21371229,34147728
339950,2620,117760236100,24415,63373021,44946655
228850,7080,117464379120,18300,128654760,16591014
478340,10050,116279836650,36603,363544810,11570133
417500,3545,116221917480,105488,369879470,32784744
034590,26550,116149718700,378,10056900,4374754
041590,2370,116064014460,0,0,48972158
238540,103800,116011032000,0,0,1117640
038540,2095,115912815735,11980,24673712,55328313
322310,12330,115489462860,91886,1144406180,9366542
083420,4810,115440000000,13579,65036230,24000000
013570,4380,115279992540,36399,159117907,26319633
259630,9430,115257194280,39480,371479000,12222396
051360,11940,115121515920,20487,240636455,9641668
451760,6970,115059184780,49296,346149850,16507774
163730,9570,114990411690,306966,3068696300,12015717
001520,1072,114834818304,167320,178006999,107122032
011280,1620,114705622800,2839,4607783,70805940
071280,7480,114418590440,467299,3401289625,15296603
311320,9060,114287913600,74640,659265635,12614560
002780,782,113758904590,0,0,145471745
014530,3245,113151267900,68545,223239435,34869420
090850,5030,113063852090,122034,607868777,22477903
299030,14120,112888129200,27057,379683710,7994910
053260,6030,112881600000,938820,5715797320,18720000
256940,5620,112839186140,22024,122234810,20078147
394420,10250,112746935250,106216,1054175425,10999701
054050,7020,112534538220,16966,118991060,16030561
052860,6290,112382511660,120803,767674445,17866854
217270,2400,112165543200,46065,111340645,46735643
493330,13950,112151206350,40369,555188715,8039513
012320,47400,112102090200,1549,73127850,2365023
078935,62800,111763652800,9008,571956900,1779676
474170,6270,111716953920,47429,300102020,17817696
053080,8580,111538344060,34926,299333160,12999807
004250,3030,111261600000,5231,15734005,36720000
106190,10450,111116657850,10013,104507950,10633173
047310,3035,111113641425,56323,169907095,36610755
051980,1000,111091709000,486373,490131562,111091709
073010,2760,110927850000,38475,106371204,40191250
336680,2830,110781929140,21049,58887011,39145558
366030,4890,110777326500,45508,215809395,22653850
351320,3725,110627441450,2252585,8251750112,29698642
023450,31600,110600000000,1761,55049300,3500000
016710,6870,110534583330,21945,150414340,16089459
297090,4040,110170800000,69939,279833201,27270000
067990,3770,110014443500,91077,341215179,29181550
018120,16560,109645747200,1414,23418430,6621120
067900,6020,109561947180,13584,82177575,18199659
011810,3530,109493282310,0,0,31017927
001290,1010,109420491200,0,0,108337120
010100,3580,109012503600,45888,164017965,30450420
002460,10740,109011000000,12606,135251835,10150000
017510,7150,109008900000,66641,476258955,15246000
037350,7130,108447300000,74512,529336800,15210000
475230,9950,108441895850,61626,609535130,10898683
063170,6100,108423028700,45353,282370835,17774267
016740,3775,108244440600,19570,72694980,28674024
100700,2470,108186000000,66471,163578090,43800000
189330,11530,108177734520,334262,3806959690,9382284
053700,4040,107931658280,114739,461639093,26715757
039340,4905,107910000000,8297,40587295,22000000
109740,4180,107469430200,8776,35968425,25710390
123040,1714,107344904486,231266,405759779,62628299
105330,6700,107330784000,22508,147493310,16019520
101170,7950,107325000000,65905,519149960,13500000
141000,8840,107094036400,50825,436954580,12114710
012800,1174,106998945826,154170,181106798,91140499
402490,6310,106861219270,49374,309431510,16935217
021820,10670,106700000000,12324,130530750,10000000
310200,2045,106672999620,72300,147093062,52162836
035000,6580,106646297520,35885,235277110,16207644
323990,4580,106518640100,155629,700347997,23257345
073560,1536,106349019648,42671,65181408,69237643
248170,23200,105984235200,1026,23787150,4568286
120240,14700,105698747700,3051,44978390,7190391
054920,3745,105672968345,198440,747840264,28217081
048550,1091,105515650420,1014723,1066851667,96714620
014580,3825,105505357500,42987,163661898,27583100
120030,83800,105391153800,182,15229300,1257651
246710,2210,105338553840,126661,279800325,47664504
488280,9720,105223723920,49494,475842810,10825486
115500,8760,105120000000,30546,267167325,12000000
059210,3865,105017634925,36684,142512775,27171445
002450,1159,104925330485,123170,142385446,90530915
021080,2185,104880000000,149283,328239080,48000000
242040,3030,104856979920,206596,626454527,34606264
092220,2600,104396832800,153520,395299867,40152628
027970,2740,104202594560,3075,8376596,38030144
290720,2725,103956768925,7072,19615155,38149273
039560,2395,102717880860,75096,179088541,42888468
267850,9250,102675000000,3610,33626200,11100000
006620,3605,102616296160,64479,230629539,28464992
453450,12880,102302620000,17353,222027905,7942750
006840,7710,102138695310,7977,62220600,13247561
123690,6340,101871120000,50290,320002105,16068000
396470,6310,101717200000,69921,441784500,16120000
37550L,48150,101690440650,4058,194140000,2111951
264900,8110,101568423500,4109,33335395,12523850
009580,1623,101223789852,38373,62056089,62368324
131030,5720,100938494800,22908,130086115,17646590
119650,918,100782913662,0,0,109785309
013700,1680,100381394400,271510,446084280,59750830
042510,9030,100285626840,303263,2700801410,11105828
006660,12310,100034925340,120551,1481861185,8126314
307870,1342,99709640470,1156500,1527948166,74299285
246720,6070,99434491000,0,0,16381300
042500,4460,99418502240,498729,2207816786,22291144
074430,1125,99157862250,149722,169889419,88140322
235980,2890,99055099690,85879,242334112,34275121
352090,3685,99026997630,23645,86445415,26872998
004100,2690,98723000000,504943,1333120367,36700000
067830,2400,98498148000,77100,183281359,41040895
309960,4235,98325007165,27635,115900652,23217239
298540,6780,98217697080,5052,33946370,14486386
008700,1273,98179895860,304068,385922490,77124820
012200,3600,98002184400,151325,541486691,27222829
008260,3420,97812400140,68752,237096390,28600117
443670,4070,97722995480,1996350,8382962372,24010564
070960,2030,97710665990,25222,51225070,48133333
475580,7150,97418035000,33122,235842070,13624900
066790,2205,97355245995,0,0,44152039
330350,7350,97017648000,1354455,10123561175,13199680
032560,5700,96900000000,18902,107767260,17000000
014790,2555,96728725555,11758,30296005,37858601
419050,1689,96604449360,1878103,3145793563,57196240
068240,2530,96553495610,0,0,38163437
250060,3000,96513942000,186763,554315405,32171314
036580,2620,96227210660,33884,88093800,36727943
474610,6670,96149517400,115453,781895005,14415220
091440,2775,96129260625,70136,192749297,34641175
014440,4795,95900000000,16857,80491685,20000000
417310,2370,95748000000,122862,290215565,40400000
040300,2000,95353960000,11722,23367990,47676980
357880,1758,95252166960,214269,378309279,54182120
036220,6640,95014522240,8242,54074240,14309416
088130,5430,94945255020,40079,216682220,17485314
217820,2000,94909118000,256755,509600002,47454559
156100,4240,94768888720,126716,516841678,22351153
066590,2450,94760945650,62569,152798935,38677937
005860,2400,94568844000,207162,496030369,39403685
052420,9700,94497487300,30431,293455780,9742009
187790,3060,94372939800,120485,359986461,30840830
019180,5230,94140000000,56022,292729530,18000000
017650,10700,93999500000,11234,120333180,8785000
053350,4260,93809736900,197164,860849466,22021065
053580,7230,93660572280,36402,264252970,12954436
255440,7170,93625860000,54318,387980760,13058000
307930,5990,93503900000,32976,197106660,15610000
007210,1430,93464800000,64845,92211188,65360000
058820,630,93317840280,1056027,655808892,148123556
036010,7000,93050538000,68125,474285175,13292934
002230,5050,93026403500,32712,165134330,18421070
348350,9490,92751464000,4269,40509140,9773600
109610,1894,92630615600,43557,82778869,48907400
083500,11100,92200784700,91494,1006810960,8306377
013310,2375,92165632250,40637,96212060,38806582
362320,4440,91876551480,30311,135842455,20692917
023900,7260,91476000000,2925,21065750,12600000
002200,2725,91287339225,3295,8891390,33499941
058850,2200,91089790000,57721,126484174,41404450
040350,4585,91040658660,125968,559391141,19856196
363280,2000,90994666000,8551,17042219,45497333
099750,6660,90970092180,24921,164580035,13659173
093920,4890,90954000000,2480,12055685,18600000
040420,5800,90929801600,7819,45434560,15677552
001275,30300,90900000000,1386,41841050,3000000
205100,1343,90705379282,83007,111050905,67539374
049950,10280,90647847520,16319,167411275,8817884
289930,6860,90202208600,51495,341370780,13149010
091590,7680,90163200000,822384,6045861880,11740000
125210,5460,90072473400,58952,320549050,16496790
058860,2585,89963170000,47261,121744320,34802000
380550,7340,89539676440,26356,190910620,12198866
182360,5760,89536815360,16291,93617400,15544586
452190,3735,89343280395,119398,447985878,23920557
282720,7360,89199520000,3722,27420960,12119500
009300,14000,89180000000,1739,24283030,6370000
137950,4000,89071256000,162544,642743064,22267814
950130,2530,88989800020,50053,125829670,35173834
048530,2875,88813804250,78471,219934815,30891758
004890,36600,88762869000,96,3504450,2425215
263720,7150,88750025650,5339,37856530,12412591
330730,4870,88720832100,34229,165795695,18217830
096240,8650,88560257000,9339,81259730,10238180
357230,2140,88368038640,9528,20486715,41293476
950220,2575,88095488000,449064,1101894588,34211840
023000,2215,88024002540,14964,33145474,39739956
003580,1737,88002508185,95225,162290646,50663505
172670,9800,87810538200,9959,97195060,8960259
129920,5400,87742958400,68997,363316580,16248696
001020,2460,87567788520,4613,11437605,35596662
086710,7170,87497517600,9350,67411190,12203280
025620,4800,87379070400,2772,13270020,18203973
078140,7880,87362242520,10030,78754190,11086579
306620,1822,87350659248,176943,324268208,47942184
209640,3070,87320458220,77493,235390795,28443146
162300,2105,87297259110,8448488,17867312741,41471382
032300,8000,87253608000,15268,120796980,10906701
004140,1811,86876868226,67314,121650898,47971766
234300,3190,86792818200,53700,169835150,27207780
432470,9860,86487542160,73351,729031915,8771556
317770,2360,86480179840,43139,101095309,36644144
079810,4015,86435297410,234677,931423827,21528094
004650,9400,86394319000,7308,68465405,9190885
226400,4180,86365492180,34935,147298275,20661601
107600,15270,86276324580,8470,129516895,5650054
139990,2225,86230796150,17555,39143259,38755414
096775,69000,86141394000,5645,389533050,1248426
025950,10250,86100000000,15934,160525775,8400000
322180,4005,86091904530,103194,417365170,21496106
130580,5590,86086000000,2549,14173550,15400000
185490,1990,86027270160,105383,208010019,43229784
072020,9290,85995495490,3456,32143100,9256781
063080,13020,85869399840,19023,252066880,6595192
033290,1524,85582202724,7039,10745107,56156301
201490,2615,85572543490,1384871,3714244657,32723726
047560,7270,85444906140,36476,266795810,11753082
038110,2070,85220595900,130111,266834160,41169370
029480,1427,85219201364,36960,52376284,59719132
054540,6550,85150000000,34876,226760550,13000000
023800,5370,84895387890,8975,48200130,15809197
044990,11040,84847092000,6194,67915530,7685425
149980,4930,84791296780,7994,39042297,17199046
086960,1990,84632053300,149955,295653655,42528670
215100,4155,84547826370,210942,878081947,20348454
006090,8970,84521968830,1016,9107170,9422739
005740,5660,84035984020,3077,17376860,14847347
066980,1562,83990619086,263928,414468861,53771203
049180,1009,83975227728,0,0,83226192
102370,3240,83878059600,49680,162963855,25888290
183490,990,83793832650,0,0,84640235
223250,3395,83518507380,25433,84979340,24600444
019550,1030,83464285610,144231,147322321,81033287
302550,2755,83407660815,23904,65011765,30275013
002600,137900,82740000000,19,2618900,600000
33626K,6190,82724398000,35179,209984850,13364200
418470,9650,82659863850,14070,137208485,8565789
013360,1530,82658066400,248709,375158529,54024880
055490,17260,82617579000,19509,339085605,4786650
067000,1179,82416162834,230633,270830100,69903446
111380,13440,82360320000,2541,33927680,6128000
091120,4805,82323757480,20087,95818025,17132936
204840,5300,82201945300,52974,275938310,15509801
228340,4110,82200000000,6277614,26086620208,20000000
040160,6810,82098193350,24234,161457040,12055535
101330,3540,81940482660,43763,152960552,23147029
109070,1550,81855856500,0,0,52810230
205470,3310,81674253310,68234,223331115,24675001
037760,2400,81199010400,10515,24952355,33832921
413390,7010,81177061800,66559,461368685,11580180
007980,1730,81132415500,66558,115010587,46897350
054670,5650,81105298000,9875,55700470,14354920
412540,3935,81063616775,0,0,20600665
037030,3175,81003749600,175961,553096042,25512992
066430,2065,80851927940,752042,1585071278,39153476
478560,3130,80848832740,36173,113470725,25830298
131370,1517,80806164911,43381,66031099,53267083
900260,1755,80782134030,3789,6580607,46029706
002220,3015,80492841900,150795,450331931,26697460
019680,1000,80467700000,0,0,80467700
090470,4600,80392332400,98290,453124553,17476594
000105,69900,80268966000,285,19856800,1148340
065450,2720,80228584160,277328,750394071,29495803
061250,9530,80219575520,30385,284717060,8417584
040910,4410,80148552750,4368,19406688,18174275
214680,960,80137973760,0,0,83477056
033560,4685,80113500000,5176,24032922,17100000
036640,4895,80056746000,12901,62902349,16354800
105740,7860,79924512180,52326,409913340,10168513
069730,5550,79920000000,24908,137405290,14400000
0117P0,5640,79912658040,125944,702475645,14168911
045970,3035,79865648660,68230,207707608,26314876
058400,6030,79855121160,7711,46294110,13242972
104460,7580,79727205580,4084,30868930,10518101
015590,1492,79667291536,721084,1072278907,53396308
048910,6320,79498938720,30562,190176785,12578946
217190,6040,79448716440,60364,362080350,13153761
089230,2010,79236921540,173499,353547500,39421354
950250,2230,79204540130,91073,203077464,35517731
163560,5690,79091000000,22971,130117110,13900000
053280,3155,78875000000,6866,21550680,25000000
175250,2100,78872572800,1833113,3546002235,37558368
009180,2800,78836310000,25962,72222275,28155825
321370,1116,78814432116,1115194,1216408830,70622251
066700,2120,78763037120,47073,99171915,37152376
001260,8000,78660576000,25323,200781295,9832572
004840,4080,78631245120,18035,73203620,19272364
005750,4735,78564256400,25100,118210175,16592240
011370,3890,78496204970,12696,48854731,20178973
337930,2645,78494276375,62371,163414182,29676475
381620,5980,78445161600,52982,315557440,13117920
000850,35650,78430000000,8803,312423225,2200000
251120,9000,78261300000,5074,44829550,8695700
038680,3930,78256683060,94003,366388680,19912642
012700,2985,78191633220,5313,15873320,26194852
282620,13300,77947403100,155646,2050939625,5860707
045660,9420,77809200000,7111,66457720,8260000
487580,3085,77689126185,117473,362229995,25182861
039980,5400,77658555600,287838,1561072805,14381214
0011A0,8320,77656716800,25190,206531405,9333740
004770,2185,77583752030,4115319,9024628175,35507438
094860,1460,77540620440,115915,168259532,53110014
007820,3870,77531371020,210079,807657992,20033946
115440,7180,77503016560,37071,263086430,10794292
124560,2000,77441622000,14420,28680563,38720811
000590,66900,77234845800,39,2606300,1154482
024880,3870,77174084880,13829,53019520,19941624
347890,4535,77154880140,7489,33932325,17013204
142280,3215,77041144665,598708,1921244318,23963031
100130,1348,77028764000,102037,136978012,57143000
065510,7080,77015496600,7877,55536770,10877895
263800,4745,76989428100,174860,825893390,16225380
0017J0,2545,76734399345,161620,413308195,30151041
451250,7500,76694077500,9358,70573540,10225877
225530,2110,76674713970,5054,10673360,36338727
487400,7470,76648788540,296076,2208259525,10260882
030960,4790,76544200000,156418,743835030,15980000
058630,4075,76498239050,47101,190745878,18772574
261780,2635,76298996760,257585,670563394,28955976
010960,3160,76219200000,89352,280976220,24120000
382840,4990,76205189190,19923,100588435,15271581
004590,5080,76200000000,29224,147632925,15000000
290660,1777,76122926976,842748,1493419288,42837888
007590,5590,76122255430,1318,7367990,13617577
073640,654,76111715580,0,0,116378770
246960,2235,76028100045,41846,94018772,34017047
456570,14440,76023769760,201,2904420,5264804
294630,2865,75920147835,131861,373321504,26499179
365330,1509,75708039000,284972,427182845,50171000
463020,8420,75672224000,45036,380524050,8987200
078890,4105,75634391015,37552,152634245,18424943
041930,4975,75620000000,109175,539685768,15200000
047820,3085,75440374050,6072,18775517,24453930
084680,531,75299088483,226443,122433037,141806193
011700,2320,75275070320,92373,214228680,32446151
412350,5150,75205671450,295910,1543830960,14603043
060590,3110,75202972200,48055,148706097,24181020
417790,7180,75163047380,21841,156048000,10468391
032540,3595,75126199735,10987,39382555,20897413
210980,4035,75121136370,605971,2521877251,18617382
208140,2290,74846923340,12451,28522915,32684246
063160,13640,74828521680,1404,19138640,5485962
014160,690,74792238810,135902,92594361,108394549
140070,2020,74715760000,52321,104151716,36988000
900300,3630,74705752110,181943,657267225,20580097
173130,5720,74625825560,27340,154929610,13046473
088390,7950,74617459800,2930,23288210,9385844
253840,4450,74507240000,210894,922697867,16743200
475430,4170,74426618700,53293,221640889,17848110
052900,968,74214711120,424086,406882352,76668090
000440,11900,74102847000,23858,282282785,6227130
128660,2985,74038056465,53051,158428193,24803369
371950,3250,74033927500,22323,72524410,22779670
017480,4780,73817014200,16561,78841280,15442890
085670,3010,73747290610,32644,97196635,24500761
265560,6890,73655340200,5587,38324760,10690180
170030,4795,73555300000,13419,63876290,15340000
067370,6020,73527322820,13300,80342570,12213841
338220,5250,73509570750,57124,299331270,14001823
020710,3665,73475810050,50315,183717520,20047970
058730,3625,73410784875,1347417,4950838149,20251251
013870,3845,73332916600,3822,14728665,19072280
303810,2280,72923839200,33816,76980931,31984140
389140,5100,72775648500,25085,125862262,14269735
000230,6300,72704520000,51035,315279175,11540400
000180,5210,72681167200,5198,26977085,13950320
011320,3760,72645813200,1189,4440655,19320695
228670,4640,72569697440,38999,182040044,15640021
012790,6050,72517810750,13749,83062120,11986415
054040,4505,72401161450,9594,43046436,16071290
002720,3415,72260826280,25405,86417910,21159832
171120,2010,72162537600,27997,56049789,35901760
010280,5540,72157153780,24020,132245930,13024757
080010,7320,71992719720,4277,30973555,9835071
019540,5320,71891820000,45598,241873730,13513500
234920,5310,71849132100,0,0,13530910
338100,3850,71841000000,21094,80831097,18660000
347000,1900,71840607400,82778,157279271,37810846
095720,1261,71658954185,15678,19868854,56827085
011150,1994,71645961362,31198,62363835,35930773
109860,7870,71617000000,1615,12501580,9100000
076610,1209,71616541620,487415,584319249,59236180
092040,1013,71573907031,401262,403817604,70655387
155660,4470,71520000000,25105,111944359,16000000
052460,4890,71432807040,341999,1642536649,14607936
439580,2110,71416214170,211546,442790413,33846547
299660,2415,71249689455,791770,1902848512,29502977
002795,11160,71213879520,3101,34469905,6381172
214260,7980,71201254740,10432,81611505,8922463
332370,5360,71147171360,1478,8123095,13273726
302430,7230,71094093840,212225,1580710945,9833208
041910,5350,71065922500,18687,99544565,13283350
067570,1683,70972110000,115339,194545648,42170000
277880,3575,70939482900,47783,172925447,19843212
007610,3940,70920000000,70390,276860747,18000000
067170,2580,70848980100,213729,566818492,27460845
054620,3850,70817750850,31127,118650045,18394221
024830,8480,70808000000,484,4118110,8350000
009770,28300,70749179300,1124,31448900,2499971
084730,6360,70655936640,85474,534535110,11109424
048430,6130,70617600000,81569,510651040,11520000
006140,4750,70608750000,35308,165789944,14865000
001560,9280,70528000000,2266,21006040,7600000
0218L0,13350,70436936250,14148,186456960,5276175
153710,4795,70342448610,3003,14429930,14669958
031820,5800,70209846800,9284,54127115,12105146
234030,2970,70106850000,35103,103665175,23605000
377480,9850,70036208750,23494,229855510,7110275
002800,4610,69936005000,47888,220468775,15170500
217330,3015,69735584205,55184,165795599,23129547
137080,6500,69614668500,9005,58228100,10709949
270520,3005,69592536570,265785,719894639,23158914
043610,1197,69564179286,34996,41025384,58115438
004720,3070,69548900550,23614,72626115,22654365
168330,2190,69543231000,12704,27207365,31754900
120115,25050,69334893000,5560,138991325,2767860
212710,7130,69267793140,43203,304234560,9714978
0156T0,8900,69261232900,91565,818579575,7782161
331380,1892,69173158472,13309,25368802,36560866
320000,10000,69136700000,230508,2346188280,6913670
196490,6090,69131518050,0,0,11351645
096350,1875,69102678750,162647,302952566,36854762
457600,5040,69085800000,394298,1892374960,13707500
111710,3355,69072740000,135935,455559682,20588000
110790,2945,69004177200,3519,10248380,23430960
0155E0,12560,68918604000,1502995,19269960770,5487150
084670,23800,68914542200,5079,119730650,2895569
004440,5390,68625194330,14298,76005280,12731947
417970,10700,68444690000,8429,89548985,6396700
039010,7930,68396250000,86754,685423170,8625000
002700,997,68341878437,380881,378273069,68547521
079980,1980,68310000000,34928,69202969,34500000
033130,1840,68292091280,23023,42409320,37115267
083790,888,68282033616,135767,116735534,76894182
179530,2515,68199866145,119447,297262731,27117243
014950,6760,68056894880,8849150,60417796010,10067588
049550,3470,68033781190,8214,28248155,19606277
360070,8290,67912036470,6312,52956660,8192043
038460,2685,67862145270,60580,161171731,25274542
061040,7500,67861672500,6650,49107300,9048223
024740,2060,67767920940,76074,155986003,32897049
041460,3560,67640000000,25371,90079135,19000000
222110,4995,67504972455,738,3678645,13514509
072950,8380,67480871800,111393,930932015,8052610
010040,1643,67473182866,42631,70186077,41067062
460940,5010,67410952800,54064,275434765,13455280
0015S0,6830,67389765900,6707,46174310,9866730
085310,9080,67356111920,2378,21565095,7418074
026150,3835,67290179385,14993,57614181,17546331
396270,2045,67254796395,169923,343225398,32887431
018500,1438,67233593654,24987,35707694,46754933
0220WL,2835,67016961900,1009758,2804107263,23639140
010660,3040,66880000000,205429,618983453,22000000
017370,3650,66846297100,45818,161506382,18314054
388870,5160,66801009120,30816,158120810,12945932
004780,4200,66793435800,27037,113435070,15903199
036000,2895,66684231915,12243,35521937,23034277
104040,2485,66631709025,28381,69458025,26813565
096250,5630,66517780030,14249,79483085,11814881
389030,1688,66494153448,557405,945064362,39392271
007280,2320,66459972800,14959,34983515,28646540
100030,20200,66331022800,12866,260878050,3283714
122350,1730,66327210440,2047022,3532017590,38339428
054300,1145,66262232025,267242,299402589,57870945
950200,3440,66172022320,229114,789391142,19236053
221800,4050,66091346550,45408,184022810,16318851
049080,7740,65699705160,142063,1102373505,8488334
014990,4360,65498531640,755125,3283041484,15022599
451220,8310,65438017410,9326,76793015,7874611
064800,2555,65309527745,142459,359451741,25561459
014970,4400,65230000000,6895,30394945,14825000
123420,6270,65214527070,5831,36547230,10401041
066310,7030,65179495630,16739,117165700,9271621
241690,2660,65092077960,24400,64397775,24470706
005670,6490,64900000000,16698,107451595,10000000
081150,2670,64796633340,50334,134816825,24268402
424960,3930,64786482300,11193,43310702,16485110
229500,4985,64757577695,1704,8492755,12990487
100220,4960,64463835360,6182,30597940,12996741
0007J0,8190,64420197660,6815,54231505,7865714
303360,5000,64398575000,44003,221033795,12879715
187420,1969,64277900643,101203,196024331,32644947
483350,2900,64245034000,499959,1436007444,22153460
411080,4205,64200417790,118237,501481454,15267638
382480,1627,64034066780,43535,70447378,39357140
016090,1444,63943655640,12977,18759686,44282310
459550,2535,63934629135,17030982,44889761939,25220761
443250,5900,63777920300,6924,41013850,10809817
457370,7900,63730358600,511273,4071688595,8067134
216050,5220,63676806840,41628,215298420,12198622
043650,3555,63486270720,97236,339170000,17858304
331740,6510,63478951410,9005,57774340,9750991
010240,5400,63212400000,21136,113677680,11706000
208370,2455,63193084620,27796,68064320,25740564
147760,3155,63100000000,38406,121068390,20000000
071090,3125,63098346875,1053515,3338626833,20191471
009200,1515,63038104650,9764,14845274,41609310
068290,6300,63000000000,6374,39933630,10000000
032850,3775,62752931075,17459,66272095,16623293
136150,7480,62690104400,1953,14458920,8381030
001840,2215,62588831935,0,0,28256809
352910,4950,62557119900,14354,70196272,12637802
064240,1800,62449651800,41504,73603170,34694251
294090,1490,62295566450,0,0,41809105
048770,3965,62242534315,1859780,7014058664,15697991
039420,2710,62186353740,32183,87506535,22946994
214330,5910,61800450390,68123,408308100,10456929
241790,6160,61616225440,18926,116089910,10002634
089850,4175,61498580825,4209,17387040,14730199
175140,2465,61487583645,12494,30796500,24944253
191420,7580,61464961720,1129,8518000,8108834
396690,1550,61389207000,254477,386456028,39605940
456070,5550,61213819350,11351,62049000,11029517
037440,4385,61050052875,390530,1684057842,13922475
002760,1017,60918300000,66244,66658478,59900000
203400,676,60908481504,0,0,90101304
291230,2535,60868470585,84580,211772991,24011231
005870,4300,60698864500,53964,233302899,14116015
0004V0,5510,60667215840,288293,1575675395,11010384
053160,10090,60540000000,13362,132796880,6000000
000220,3840,60470254080,2807213,11557726959,15747462
050960,8950,60421450000,4019,35718150,6751000
014470,1006,60412573560,58416,58524693,60052260
060310,1137,60328128480,45909,51208290,53059040
053620,7000,60200000000,4155,29214930,8600000
072130,4735,60112974690,15295,72616100,12695454
365660,4465,60079070935,728515,3326877242,13455559
039020,2660,60075325940,9706,25835751,22584709
059270,5380,60069308620,38433,207211700,11165299
094850,4285,59990000000,9502,40418710,14000000
318160,6420,59946833460,14737,95354800,9337513
016250,11900,59940133400,2271,26605840,5036986
008370,4990,59880000000,1322,6641085,12000000
214270,1320,59732159520,41672,54270443,45251636
044340,3335,59607872375,77751,261723115,17873425
155650,3140,59579484120,5511,17129095,18974358
004450,27650,59568579350,1986,54504775,2154379
003310,1682,59529932700,169992,283179644,35392350
448710,11260,59512387920,13826,154475700,5285292
039610,5710,59443384000,68451,389135800,10410400
036120,1690,59395050000,44753,75190038,35145000
323350,7410,59359820520,70994,521352980,8010772
033320,3105,59350311360,40368,124957460,19114432
065170,2125,59316810125,542602,1149033947,27913793
095270,4120,59214312720,22700,92011720,14372406
001550,11400,59191524600,62811,718975805,5192239
006890,5100,59160000000,10933,55859080,11600000
066670,3165,59159920470,12896,40420169,18691918
215360,6470,59085094610,7453,48529900,9132163
045340,6900,59050476000,21523,147831990,8558040
092440,2020,58984000000,11140,22240351,29200000
049470,2505,58979971995,224017,593901409,23544899
082210,1682,58808321060,12095,20262400,34963330
033310,1469,58719537864,266131,397938669,39972456
067920,5330,58609314270,19426,102493450,10996119
060570,3950,58540240300,4265,16829255,14820314
460870,2915,58513681160,24899,71914470,20073304
357580,4955,58418270710,88518,419058635,11789762
001465,27100,58369335000,1305,35285650,2153850
333620,5300,58288923000,4530,23914640,10997910
100590,3400,58274453000,35443,119868793,17139545
111110,6420,58203720000,5172,33093230,9066000
099520,1284,58141862016,0,0,45281824
010470,4850,58078992500,1246,6056845,11975050
036090,1361,57911249554,6500377,9645595473,42550514
225190,821,57854589240,0,0,70468440
049480,1840,57817184720,131317,242002784,31422383
126880,2495,57804466885,22966,56704314,23168123
024950,4640,57536000000,40036,186237935,12400000
263690,5080,57534098800,6366,32291230,11325610
009190,1307,57490061425,174446,227722839,43986275
263600,3605,57428767550,10019,35753540,15930310
250030,19690,56942160770,74888,1461357370,2891933
129260,1914,56937430836,22054,42459437,29747874
065530,1190,56928123210,43700,51646763,47838759
024910,1589,56916398945,21747,34078507,35819005
007370,4020,56821039740,11032,44189585,14134587
294140,2280,56805785040,11195,25282345,24914818
378850,2990,56790932770,11352,33471050,18993623
094940,6770,56606583220,197726,1345512365,8361386
003925,29900,56545355100,2733,81123900,1891149
348150,2910,56508966990,10672,30802310,19418889
053050,1881,56406669957,108626,204371336,29987597
011390,53400,56390400000,8152,427678100,1056000
273640,5140,56365240000,5318,27215860,10966000
452400,6210,56333567880,16159,99150910,9071428
003465,3220,56274088500,11,35455,17476425
464490,4895,56204943135,22474,108373210,11482113
043710,3245,56179068990,4911,15399470,17312502
075180,2920,56064000000,12973,38173430,19200000
370090,6550,56047236500,77148,525586700,8556830
101140,5570,55946283120,1420,7797530,10044216
053270,2040,55917226200,16486,33534970,27410405
000725,53000,55898729000,1450,76907850,1054693
070300,1568,55702775072,193398,296917073,35524729
054930,18550,55650000000,8444,156287290,3000000
251630,3490,55640672140,8088,27953778,15942886
340930,806,55513882710,0,0,68875785
020760,902,55503470462,0,0,61533781
003475,4325,55409175250,24436,105903505,12811370
024900,1697,55262771060,17320,29305100,32564980
420570,9440,55200239520,28642,271254350,5847483
