Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,8783017,105001897211,7053239343,573710.0,4725096114.0,-451328.0,-4066337455.0,-97519.0,362837148.0,-3571.0,293069494.0,-1950.0,-2112795612.0,-15557.0,-831417564.0,0.0,0.0,64518.0,3539022600.0,-140959.0,-525060370.0,2252.0,-149070417.0,-27115.0,-872525390.0,23
1차 철강 제조업,10087236,283310484766,21490079986,631637.0,-3935264176.0,-275945.0,24808683379.0,-303297.0,-18028677803.0,-89225.0,-3368700013.0,-32537.0,-1319295455.0,-35065.0,-4500999655.0,-2176.0,-39317280.0,-107212.0,-7110090995.0,-36973.0,-1678807155.0,-60538.0,-2573542033.0,8143.0,-271199367.0,59
가구 제조업,661128,2421167267,127268396,-23906.0,-65625012.0,-14189.0,-161844412.0,-2379.0,-25415634.0,-1245.0,-12957649.0,-375.0,-3214770.0,-671.0,-6479465.0,-12.0,-327100.0,0.0,0.0,-76.0,-2436650.0,15284.0,70861235.0,25190.0,182023823.0,9
가전제품 및 정보통신장비 소매업,36907,244926840,3745090,-2908.0,-20013310.0,318.0,2733460.0,1906.0,12781340.0,1933.0,12961830.0,0.0,0.0,-27.0,-180490.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,495530.0,592.0,4002980.0,2
가정용 기기 제조업,1109994,12772859853,748984701,161924.0,-1066090677.0,-171332.0,727359335.0,1859.0,307984564.0,15236.0,562802459.0,71.0,4876900.0,-9435.0,-393179613.0,0.0,0.0,0.0,0.0,-3872.0,134137648.0,2599.0,21715900.0,4950.0,9030878.0,9
"가죽, 가방 및 유사제품 제조업",2018849,6917447816,182503270,-45505.0,-156938288.0,51488.0,238639415.0,-15115.0,-172478860.0,-1048.0,-11836310.0,-250.0,-4226850.0,-1981.0,-29048860.0,-39.0,-2000000.0,-11611.0,-123267605.0,-186.0,-2099235.0,5332.0,63025250.0,3800.0,27752483.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,13285,293120775,87110150,4439.0,98208225.0,-923.0,-20622300.0,-3679.0,-81149375.0,-318.0,-6985500.0,-986.0,-21625800.0,-1940.0,-42908400.0,0.0,0.0,-403.0,-8936375.0,24.0,537200.0,128.0,2793600.0,35.0,769850.0,1
건물 건설업,11018407,210705847098,22447265537,-229091.0,-1296177863.0,324706.0,8678682204.0,-147586.0,-5329808938.0,-139362.0,-3114516296.0,-43159.0,-1106612095.0,60250.0,-1198133685.0,-1484.0,-3441425.0,-3717.0,654020335.0,-19510.0,-546392112.0,137515.0,530909067.0,-85544.0,-2583604470.0,24
건물설비 설치 공사업,68639,1054480915,163380,1539.0,22911335.0,-1986.0,-21834230.0,-664.0,-5072600.0,-567.0,-2991050.0,0.0,0.0,-97.0,-2081550.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,2729275.0,310.0,1266220.0,2
