티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4350.0,95534.0,411760639.0,0.23000000417232513,207639060.0,50.43000030517578,12738.0,54800915.0,3214.0,13972935.0,-19031.0,-82030040.0,88.0,381305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19119.0,-82411345.0,1217.0,5270940.0,1862.0,7985250.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7690.0,19731.0,147755720.0,-0.12999999523162842,2466260.0,1.6699999570846558,6484.0,48698120.0,-7400.0,-55891630.0,904.0,7101110.0,904.0,7101110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,92400.0
027410,BGF,유가,기타 금융업,지주회사,3940.0,84782.0,329155516.0,0.6399999856948853,3251105.0,0.9900000095367432,-26833.0,-103727971.0,33035.0,128146098.0,-6202.0,-24418127.0,-4496.0,-17784933.0,0.0,0.0,45.0,177300.0,-693.0,-2690879.0,0.0,0.0,-1058.0,-4119615.0,0.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,145900.0,52193.0,7509535100.0,3.180000066757202,1657488700.0,21.290000915527344,-15165.0,-2184167400.0,147.0,11349900.0,15024.0,2173708300.0,2347.0,341393500.0,1318.0,189714000.0,3863.0,561491700.0,0.0,0.0,6301.0,908392700.0,1196.0,172860400.0,-7.0,-1029800.0,1.0,139000.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,14360.0,616046.0,8793140900.0,0.3499999940395355,1046943150.0,10.59000015258789,-49322.0,-706743375.0,58115.0,831663830.0,-2196.0,-30517895.0,60980.0,871955325.0,5574.0,79535190.0,-44271.0,-631046925.0,0.0,0.0,14580.0,206938340.0,-94059.0,-1340872465.0,-6589.0,-94286720.0,-8.0,-115840.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",37500.0,1527.0,57007600.0,1.350000023841858,2610650.0,4.099999904632568,-265.0,-9923900.0,127.0,4775400.0,178.0,6640250.0,289.0,10778000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,-4137750.0,-40.0,-1491750.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,26750.0,1840.0,49159850.0,0.0,26700.0,0.05000000074505806,-451.0,-12059350.0,-120.0,-3220150.0,950.0,25426850.0,950.0,25426850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.0,-10147350.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,127200.0,151170.0,19111242650.0,4.860000133514404,279097800.0,1.159999966621399,-16238.0,-2047670600.0,41337.0,5222749250.0,-26576.0,-3362090150.0,3074.0,386061250.0,-4517.0,-571296200.0,3954.0,499924400.0,-263.0,-33225400.0,-30701.0,-3879702750.0,1987.0,250071250.0,1442.0,182519600.0,35.0,4491900.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5260.0,396916.0,2084026490.0,3.140000104904175,185444900.0,8.899999618530273,-50609.0,-267163260.0,66741.0,352255620.0,-9298.0,-49127600.0,-7853.0,-41545350.0,0.0,0.0,73.0,383980.0,0.0,0.0,0.0,0.0,-1518.0,-7966230.0,-1836.0,-9576220.0,-4998.0,-26388540.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,122700.0,5225.0,633123400.0,4.429999828338623,32491000.0,5.130000114440918,-1418.0,-171567700.0,318.0,38663500.0,1646.0,199243900.0,1646.0,199243900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-546.0,-66339700.0,0.0,0.0
