날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-24,-1290118569223,1637469655298,3321735158691,-3669086244766,0,KOSPI
2026-08-24,24899109593,-6101340800,-260445705272,241647936479,0,KOSDAQ
